Datum,Bezirk,Einwohner,Hundekotsackerlspender,Hunde,Hundeparks
01.03.2016,8. Josefstadt,25513,159,985,1
01.03.2016,9. Alsergrund,41316,227,1964,1
01.03.2016,10. Favoriten,204279,664,4927,3
01.03.2016,11. Simmering,106889,893,1966,2
01.03.2016,12. Meidling,97600,811,3571,1
01.03.2016,13. Hietzing,56763,417,2024,1
01.03.2016,14. Penzing,94605,537,4024,1
01.03.2016,15. Rudolfsheim-Fuenfhaus,76707,382,3426,1
01.03.2016,16. Ottakring,104627,454,3496,1
01.03.2016,17. Hernals,57171,256,2178,1
01.03.2016,18. Waehring,52746,342,1994,1
01.03.2016,19. Doebling,72891,306,3036,1
01.03.2016,20. Brigittenau,87216,561,3339,1
01.03.2016,21. Floridsdorf,166709,1195,6415,3
01.03.2016,22. Donaustadt,191119,1429,8330,2
01.04.2016,1. Innere Stadt,16465,142,705,1
01.04.2016,2. Leopoldstadt,103233,710,2263,1
01.04.2016,3. Landstraße,90277,801,3993,1
01.04.2016,4. Wieden,33179,259,924,1
01.04.2016,5. Margareten,54546,476,2293,1
01.04.2016,6. Mariahilf,31342,301,1436,1
01.04.2016,7. Neubau,31621,119,480,1
01.04.2016,8. Josefstadt,25513,252,1111,1
01.04.2016,9. Alsergrund,41316,357,843,1
01.04.2016,10. Favoriten,204279,1216,4884,2
01.04.2016,11. Simmering,106889,836,2615,1
01.04.2016,12. Meidling,97600,659,1848,1
01.04.2016,13. Hietzing,56763,371,2370,1
01.04.2016,14. Penzing,94605,857,4563,1
01.04.2016,15. Rudolfsheim-Fuenfhaus,76707,106,815,1
01.04.2016,16. Ottakring,104627,1012,1862,2
01.04.2016,17. Hernals,57171,246,983,1
01.04.2016,18. Waehring,52746,175,2042,1
01.04.2016,19. Doebling,72891,595,2189,1
01.04.2016,20. Brigittenau,87216,460,3208,1
01.04.2016,21. Floridsdorf,166709,420,3703,2
01.04.2016,22. Donaustadt,191119,925,6721,1
01.05.2016,1. Innere Stadt,16465,58,405,1
01.05.2016,2. Leopoldstadt,103233,657,2610,2
01.05.2016,3. Landstraße,90277,730,1570,1
01.05.2016,4. Wieden,33179,71,569,1
01.05.2016,5. Margareten,54546,354,2011,1
01.05.2016,6. Mariahilf,31342,67,1392,1
01.05.2016,7. Neubau,31621,236,1387,1
01.05.2016,8. Josefstadt,25513,217,644,1
01.05.2016,9. Alsergrund,41316,293,1807,1
01.05.2016,10. Favoriten,204279,1945,8013,1
01.05.2016,11. Simmering,106889,848,4751,2
01.05.2016,12. Meidling,97600,609,1978,1
01.05.2016,13. Hietzing,56763,462,1407,1
01.05.2016,14. Penzing,94605,756,3328,1
01.05.2016,15. Rudolfsheim-Fuenfhaus,76707,163,2962,1
01.05.2016,16. Ottakring,104627,422,4352,2
01.05.2016,17. Hernals,57171,267,2118,1
01.05.2016,18. Waehring,52746,521,1303,1
01.05.2016,19. Doebling,72891,410,1715,1
01.05.2016,20. Brigittenau,87216,625,1488,1
01.05.2016,21. Floridsdorf,166709,541,2419,3
01.05.2016,22. Donaustadt,191119,774,2907,2
01.06.2016,1. Innere Stadt,16465,146,467,1
01.06.2016,2. Leopoldstadt,103233,869,3993,2
01.06.2016,3. Landstraße,90277,243,2851,1
01.06.2016,4. Wieden,33179,317,1329,1
01.06.2016,5. Margareten,54546,274,1072,1
01.06.2016,6. Mariahilf,31342,68,1146,1
01.06.2016,7. Neubau,31621,135,572,1
01.06.2016,8. Josefstadt,25513,154,301,1
01.06.2016,9. Alsergrund,41316,66,866,1
01.06.2016,10. Favoriten,204279,1542,2515,3
01.06.2016,11. Simmering,106889,607,2351,1
01.06.2016,12. Meidling,97600,529,1567,1
01.06.2016,13. Hietzing,56763,518,1063,1
01.06.2016,14. Penzing,94605,390,1752,1
01.06.2016,15. Rudolfsheim-Fuenfhaus,76707,437,2135,1
01.06.2016,16. Ottakring,104627,193,1990,1
01.06.2016,17. Hernals,57171,126,938,1
01.06.2016,18. Waehring,52746,301,565,1
01.06.2016,19. Doebling,72891,631,1984,1
01.06.2016,20. Brigittenau,87216,868,4272,1
01.06.2016,21. Floridsdorf,166709,340,6901,1
01.06.2016,22. Donaustadt,191119,947,8368,1
01.07.2016,1. Innere Stadt,16465,151,377,1
01.07.2016,2. Leopoldstadt,103233,747,3507,2
01.07.2016,3. Landstraße,90277,179,3406,1
01.07.2016,4. Wieden,33179,281,1337,1
01.07.2016,5. Margareten,54546,287,986,1
01.07.2016,6. Mariahilf,31342,285,656,1
01.07.2016,7. Neubau,31621,48,874,1
01.07.2016,8. Josefstadt,25513,120,1270,1
01.07.2016,9. Alsergrund,41316,162,745,1
01.07.2016,10. Favoriten,204279,1286,3795,1
01.07.2016,11. Simmering,106889,500,4359,1
01.07.2016,12. Meidling,97600,537,2812,1
01.07.2016,13. Hietzing,56763,465,2685,1
01.07.2016,14. Penzing,94605,173,1830,1
01.07.2016,15. Rudolfsheim-Fuenfhaus,76707,416,2264,1
01.07.2016,16. Ottakring,104627,818,4520,1
01.07.2016,17. Hernals,57171,231,1716,1
01.07.2016,18. Waehring,52746,267,786,1
01.07.2016,19. Doebling,72891,432,1134,1
01.07.2016,20. Brigittenau,87216,644,4163,1
01.07.2016,21. Floridsdorf,166709,630,3607,3
01.07.2016,22. Donaustadt,191119,616,3158,1
01.08.2016,1. Innere Stadt,16465,158,271,1
01.08.2016,2. Leopoldstadt,103233,226,2470,2
01.08.2016,3. Landstraße,90277,757,3802,1
01.08.2016,4. Wieden,33179,330,344,1
01.08.2016,5. Margareten,54546,303,2631,1
01.08.2016,6. Mariahilf,31342,41,681,1
01.08.2016,7. Neubau,31621,242,1164,1
01.08.2016,8. Josefstadt,25513,87,268,1
01.08.2016,9. Alsergrund,41316,324,471,1
01.08.2016,10. Favoriten,204279,963,6377,3
01.08.2016,11. Simmering,106889,903,2721,2
01.08.2016,12. Meidling,97600,866,4755,1
01.08.2016,13. Hietzing,56763,162,2704,1
01.08.2016,14. Penzing,94605,141,3486,1
01.08.2016,15. Rudolfsheim-Fuenfhaus,76707,509,1549,1
01.08.2016,16. Ottakring,104627,181,1173,2
01.08.2016,17. Hernals,57171,142,1158,1
01.08.2016,18. Waehring,52746,52,903,1
01.08.2016,19. Doebling,72891,144,2620,1
01.08.2016,20. Brigittenau,87216,581,2051,1
01.08.2016,21. Floridsdorf,166709,1122,5115,2
01.08.2016,22. Donaustadt,191119,607,7871,2
01.09.2016,1. Innere Stadt,16465,84,213,1
01.09.2016,2. Leopoldstadt,103233,744,1241,1
01.09.2016,3. Landstraße,90277,313,3488,1
01.09.2016,4. Wieden,33179,112,1137,1
01.09.2016,5. Margareten,54546,292,1993,1
01.09.2016,6. Mariahilf,31342,34,569,1
01.09.2016,7. Neubau,31621,35,417,1
01.09.2016,8. Josefstadt,25513,223,335,1
01.09.2016,9. Alsergrund,41316,167,497,1
01.09.2016,10. Favoriten,204279,1474,3126,4
01.09.2016,11. Simmering,106889,847,2568,2
01.09.2016,12. Meidling,97600,376,1022,1
01.09.2016,13. Hietzing,56763,463,1761,1
01.09.2016,14. Penzing,94605,268,1329,1
01.09.2016,15. Rudolfsheim-Fuenfhaus,76707,262,3528,1
01.09.2016,16. Ottakring,104627,406,3712,2
01.09.2016,17. Hernals,57171,175,800,1
01.09.2016,18. Waehring,52746,218,1745,1
01.09.2016,19. Doebling,72891,192,1244,1
01.09.2016,20. Brigittenau,87216,688,2318,1
01.09.2016,21. Floridsdorf,166709,470,5874,3
01.09.2016,22. Donaustadt,191119,1364,6722,1
01.10.2016,1. Innere Stadt,16465,134,692,1
01.10.2016,2. Leopoldstadt,103233,447,4929,1
01.10.2016,3. Landstraße,90277,207,4349,1
01.10.2016,4. Wieden,33179,248,607,1
01.10.2016,5. Margareten,54546,514,1817,1
01.10.2016,6. Mariahilf,31342,294,1546,1
01.10.2016,7. Neubau,31621,121,597,1
01.10.2016,8. Josefstadt,25513,80,900,1
01.10.2016,9. Alsergrund,41316,315,938,1
01.10.2016,10. Favoriten,204279,723,5609,1
01.10.2016,11. Simmering,106889,1026,5133,2
01.10.2016,12. Meidling,97600,436,4475,1
01.10.2016,13. Hietzing,56763,124,1940,1
01.10.2016,14. Penzing,94605,156,2760,1
01.10.2016,15. Rudolfsheim-Fuenfhaus,76707,339,2509,1
01.10.2016,16. Ottakring,104627,339,4197,1
01.10.2016,17. Hernals,57171,239,2362,1
01.10.2016,18. Waehring,52746,443,2619,1
01.10.2016,19. Doebling,72891,527,1537,1
01.10.2016,20. Brigittenau,87216,496,1932,1
01.10.2016,21. Floridsdorf,166709,938,2611,2
01.10.2016,22. Donaustadt,191119,330,5546,1
01.11.2016,1. Innere Stadt,16465,59,432,1
01.11.2016,2. Leopoldstadt,103233,668,4976,1
01.11.2016,3. Landstraße,90277,828,1960,1
01.11.2016,4. Wieden,33179,194,502,1
01.11.2016,5. Margareten,54546,492,582,1
01.11.2016,6. Mariahilf,31342,292,839,1
01.11.2016,7. Neubau,31621,193,946,1
01.11.2016,8. Josefstadt,25513,181,814,1
01.11.2016,9. Alsergrund,41316,57,418,1
01.11.2016,10. Favoriten,204279,1758,5751,3
01.11.2016,11. Simmering,106889,614,4288,2
01.11.2016,12. Meidling,97600,226,3476,1
01.11.2016,13. Hietzing,56763,224,1686,1
01.11.2016,14. Penzing,94605,850,4096,1
01.11.2016,15. Rudolfsheim-Fuenfhaus,76707,682,3492,1
01.11.2016,16. Ottakring,104627,208,4263,2
01.11.2016,17. Hernals,57171,446,1219,1
01.11.2016,18. Waehring,52746,207,709,1
01.11.2016,19. Doebling,72891,305,3595,1
01.11.2016,20. Brigittenau,87216,679,2640,1
01.11.2016,21. Floridsdorf,166709,527,2381,3
01.11.2016,22. Donaustadt,191119,616,8685,1
01.12.2016,1. Innere Stadt,16465,113,318,1
01.12.2016,2. Leopoldstadt,103233,234,3901,2
01.12.2016,3. Landstraße,90277,785,1815,1
01.12.2016,4. Wieden,33179,91,394,1
01.12.2016,5. Margareten,54546,472,1882,1
01.12.2016,6. Mariahilf,31342,127,1325,1
01.12.2016,7. Neubau,31621,105,1544,1
01.12.2016,8. Josefstadt,25513,72,1105,1
01.12.2016,9. Alsergrund,41316,178,591,1
01.12.2016,10. Favoriten,204279,1820,8678,2
01.12.2016,11. Simmering,106889,173,1281,1
01.12.2016,12. Meidling,97600,530,2012,1
01.12.2016,13. Hietzing,56763,314,2752,1
01.12.2016,14. Penzing,94605,352,3164,1
01.12.2016,15. Rudolfsheim-Fuenfhaus,76707,232,1973,1
01.12.2016,16. Ottakring,104627,908,4574,2
01.12.2016,17. Hernals,57171,150,2587,1
01.12.2016,18. Waehring,52746,125,2012,1
01.12.2016,19. Doebling,72891,170,2676,1
01.12.2016,20. Brigittenau,87216,489,2696,1
01.12.2016,21. Floridsdorf,166709,583,4230,3
01.12.2016,22. Donaustadt,191119,1854,4220,1
01.01.2017,1. Innere Stadt,16465,93,787,1
01.01.2017,2. Leopoldstadt,103233,688,1920,1
01.01.2017,3. Landstraße,90277,311,4107,1
01.01.2017,4. Wieden,33179,228,663,1
01.01.2017,5. Margareten,54546,491,1855,1
01.01.2017,6. Mariahilf,31342,231,1274,1
01.01.2017,7. Neubau,31621,107,622,1
01.01.2017,8. Josefstadt,25513,139,754,1
01.01.2017,9. Alsergrund,41316,319,854,1
01.01.2017,10. Favoriten,204279,252,3140,1
01.01.2017,11. Simmering,106889,136,1531,1
01.01.2017,12. Meidling,97600,116,3815,1
01.01.2017,13. Hietzing,56763,159,2510,1
01.01.2017,14. Penzing,94605,754,968,1
01.01.2017,15. Rudolfsheim-Fuenfhaus,76707,237,2567,1
01.01.2017,16. Ottakring,104627,845,3852,2
01.01.2017,17. Hernals,57171,425,1875,1
01.01.2017,18. Waehring,52746,138,1953,1
01.01.2017,19. Doebling,72891,124,1230,1
01.01.2017,20. Brigittenau,87216,719,4041,1
01.01.2017,21. Floridsdorf,166709,1341,7192,2
01.01.2017,22. Donaustadt,191119,981,7404,3
01.02.2017,1. Innere Stadt,16465,42,556,1
01.02.2017,2. Leopoldstadt,103233,177,4906,2
01.02.2017,3. Landstraße,90277,504,4208,1
01.02.2017,4. Wieden,33179,196,1648,1
01.02.2017,5. Margareten,54546,303,730,1
01.02.2017,6. Mariahilf,31342,289,781,1
01.02.2017,7. Neubau,31621,198,779,1
01.02.2017,8. Josefstadt,25513,51,305,1
01.02.2017,9. Alsergrund,41316,116,1044,1
01.02.2017,10. Favoriten,204279,320,7678,4
01.02.2017,11. Simmering,106889,259,2300,1
01.02.2017,12. Meidling,97600,139,3288,1
01.02.2017,13. Hietzing,56763,271,821,1
01.02.2017,14. Penzing,94605,461,3667,1
01.02.2017,15. Rudolfsheim-Fuenfhaus,76707,683,2993,1
01.02.2017,16. Ottakring,104627,156,4511,1
01.02.2017,17. Hernals,57171,303,1779,1
01.02.2017,18. Waehring,52746,264,1311,1
01.02.2017,19. Doebling,72891,124,3555,1
01.02.2017,20. Brigittenau,87216,641,3678,1
01.02.2017,21. Floridsdorf,166709,1219,7962,1
01.02.2017,22. Donaustadt,191119,1571,1957,3
01.03.2017,1. Innere Stadt,16465,109,211,1
01.03.2017,2. Leopoldstadt,103233,372,1934,2
01.03.2017,3. Landstraße,90277,641,3769,1
01.03.2017,4. Wieden,33179,250,495,1
01.03.2017,5. Margareten,54546,491,767,1
01.03.2017,6. Mariahilf,31342,82,572,1
01.03.2017,7. Neubau,31621,158,1024,1
01.03.2017,8. Josefstadt,25513,89,983,1
01.03.2017,9. Alsergrund,41316,406,1062,1
01.03.2017,10. Favoriten,204279,1729,5202,1
01.03.2017,11. Simmering,106889,378,4011,1
01.03.2017,12. Meidling,97600,135,2807,1
01.03.2017,13. Hietzing,56763,434,1775,1
01.03.2017,14. Penzing,94605,298,1450,1
01.03.2017,15. Rudolfsheim-Fuenfhaus,76707,595,1199,1
01.03.2017,16. Ottakring,104627,835,2006,2
01.03.2017,17. Hernals,57171,208,2695,1
01.03.2017,18. Waehring,52746,220,1294,1
01.03.2017,19. Doebling,72891,246,948,1
01.03.2017,20. Brigittenau,87216,584,2145,1
01.03.2017,21. Floridsdorf,166709,386,7111,2
01.03.2017,22. Donaustadt,191119,590,6648,2
01.04.2017,1. Innere Stadt,16465,93,792,1
01.04.2017,2. Leopoldstadt,103233,666,2720,1
01.04.2017,3. Landstraße,90277,314,1464,1
01.04.2017,4. Wieden,33179,134,612,1
01.04.2017,5. Margareten,54546,283,2006,1
01.04.2017,6. Mariahilf,31342,204,1202,1
01.04.2017,7. Neubau,31621,132,1295,1
01.04.2017,8. Josefstadt,25513,68,505,1
01.04.2017,9. Alsergrund,41316,139,1029,1
01.04.2017,10. Favoriten,204279,1738,6731,3
01.04.2017,11. Simmering,106889,423,2217,2
01.04.2017,12. Meidling,97600,190,3009,1
01.04.2017,13. Hietzing,56763,217,1515,1
01.04.2017,14. Penzing,94605,809,2096,1
01.04.2017,15. Rudolfsheim-Fuenfhaus,76707,556,1300,1
01.04.2017,16. Ottakring,104627,119,3000,1
01.04.2017,17. Hernals,57171,304,1159,1
01.04.2017,18. Waehring,52746,128,742,1
01.04.2017,19. Doebling,72891,520,2001,1
01.04.2017,20. Brigittenau,87216,246,1789,1
01.04.2017,21. Floridsdorf,166709,1193,2266,2
01.04.2017,22. Donaustadt,191119,667,5623,1
01.05.2017,1. Innere Stadt,16465,59,608,1
01.05.2017,2. Leopoldstadt,103233,703,2966,2
01.05.2017,3. Landstraße,90277,169,3451,1
01.05.2017,4. Wieden,33179,287,331,1
01.05.2017,5. Margareten,54546,92,1521,1
01.05.2017,6. Mariahilf,31342,226,1556,1
01.05.2017,7. Neubau,31621,236,1314,1
01.05.2017,8. Josefstadt,25513,226,405,1
01.05.2017,9. Alsergrund,41316,183,1151,1
01.05.2017,10. Favoriten,204279,1353,7349,1
01.05.2017,11. Simmering,106889,998,4013,2
01.05.2017,12. Meidling,97600,513,1287,1
01.05.2017,13. Hietzing,56763,564,2594,1
01.05.2017,14. Penzing,94605,625,3461,1
01.05.2017,15. Rudolfsheim-Fuenfhaus,76707,217,1845,1
01.05.2017,16. Ottakring,104627,837,1989,2
01.05.2017,17. Hernals,57171,330,1308,1
01.05.2017,18. Waehring,52746,276,2401,1
01.05.2017,19. Doebling,72891,81,2486,1
01.05.2017,20. Brigittenau,87216,185,3190,1
01.05.2017,21. Floridsdorf,166709,497,4959,3
01.05.2017,22. Donaustadt,191119,364,7683,1
01.06.2017,1. Innere Stadt,16465,148,253,1
01.06.2017,2. Leopoldstadt,103233,528,1623,1
01.06.2017,3. Landstraße,90277,442,3050,1
01.06.2017,4. Wieden,33179,182,1416,1
01.06.2017,5. Margareten,54546,126,2322,1
01.06.2017,6. Mariahilf,31342,99,989,1
01.06.2017,7. Neubau,31621,247,1228,1
01.06.2017,8. Josefstadt,25513,149,614,1
01.06.2017,9. Alsergrund,41316,201,815,1
01.06.2017,10. Favoriten,204279,1915,3177,1
01.06.2017,11. Simmering,106889,181,5206,2
01.06.2017,12. Meidling,97600,607,2871,1
01.06.2017,13. Hietzing,56763,462,1058,1
01.06.2017,14. Penzing,94605,669,1917,1
01.06.2017,15. Rudolfsheim-Fuenfhaus,76707,566,1544,1
01.06.2017,16. Ottakring,104627,398,3682,2
01.06.2017,17. Hernals,57171,219,1409,1
01.06.2017,18. Waehring,52746,268,2368,1
01.06.2017,19. Doebling,72891,604,1510,1
01.06.2017,20. Brigittenau,87216,589,1412,1
01.06.2017,21. Floridsdorf,166709,350,3859,3
01.06.2017,22. Donaustadt,191119,1579,7169,3
01.07.2017,1. Innere Stadt,16465,50,274,1
01.07.2017,2. Leopoldstadt,103233,892,2111,1
01.07.2017,3. Landstraße,90277,142,1883,1
01.07.2017,4. Wieden,33179,323,1586,1
01.07.2017,5. Margareten,54546,473,2701,1
01.07.2017,6. Mariahilf,31342,262,1086,1
01.07.2017,7. Neubau,31621,145,819,1
01.07.2017,8. Josefstadt,25513,179,823,1
01.07.2017,9. Alsergrund,41316,104,2032,1
01.07.2017,10. Favoriten,204279,827,8435,4
01.07.2017,11. Simmering,106889,1024,3273,2
01.07.2017,12. Meidling,97600,553,989,1
01.07.2017,13. Hietzing,56763,393,2128,1
01.07.2017,14. Penzing,94605,104,3337,1
01.07.2017,15. Rudolfsheim-Fuenfhaus,76707,553,3594,1
01.07.2017,16. Ottakring,104627,109,5231,1
01.07.2017,17. Hernals,57171,317,1776,1
01.07.2017,18. Waehring,52746,206,1957,1
01.07.2017,19. Doebling,72891,571,1893,1
01.07.2017,20. Brigittenau,87216,579,3131,1
01.07.2017,21. Floridsdorf,166709,586,7745,1
01.07.2017,22. Donaustadt,191119,601,4105,3
01.08.2017,1. Innere Stadt,16465,116,621,1
01.08.2017,2. Leopoldstadt,103233,963,3344,1
01.08.2017,3. Landstraße,90277,883,2808,1
01.08.2017,4. Wieden,33179,41,592,1
01.08.2017,5. Margareten,54546,203,2055,1
01.08.2017,6. Mariahilf,31342,201,476,1
01.08.2017,7. Neubau,31621,171,1082,1
01.08.2017,8. Josefstadt,25513,35,1248,1
01.08.2017,9. Alsergrund,41316,312,1978,1
01.08.2017,10. Favoriten,204279,897,3080,3
01.08.2017,11. Simmering,106889,984,5219,1
01.08.2017,12. Meidling,97600,705,3823,1
01.08.2017,13. Hietzing,56763,375,651,1
01.08.2017,14. Penzing,94605,900,3007,1
01.08.2017,15. Rudolfsheim-Fuenfhaus,76707,511,1422,1
01.08.2017,16. Ottakring,104627,986,3641,1
01.08.2017,17. Hernals,57171,252,1670,1
01.08.2017,18. Waehring,52746,76,785,1
01.08.2017,19. Doebling,72891,590,1061,1
01.08.2017,20. Brigittenau,87216,546,3344,1
01.08.2017,21. Floridsdorf,166709,202,7963,2
01.08.2017,22. Donaustadt,191119,366,3524,3
01.09.2017,1. Innere Stadt,16465,131,424,1
01.09.2017,2. Leopoldstadt,103233,879,1252,2
01.09.2017,3. Landstraße,90277,617,1026,1
01.09.2017,4. Wieden,33179,100,1212,1
01.09.2017,5. Margareten,54546,504,888,1
01.09.2017,6. Mariahilf,31342,33,874,1
01.09.2017,7. Neubau,31621,205,1322,1
01.09.2017,8. Josefstadt,25513,226,511,1
01.09.2017,9. Alsergrund,41316,53,475,1
01.09.2017,10. Favoriten,204279,1970,2675,3
01.09.2017,11. Simmering,106889,361,1582,1
01.09.2017,12. Meidling,97600,177,2048,1
01.09.2017,13. Hietzing,56763,400,1265,1
01.09.2017,14. Penzing,94605,96,3706,1
01.09.2017,15. Rudolfsheim-Fuenfhaus,76707,699,3304,1
01.09.2017,16. Ottakring,104627,961,4166,2
01.09.2017,17. Hernals,57171,82,1238,1
01.09.2017,18. Waehring,52746,241,1697,1
01.09.2017,19. Doebling,72891,582,1347,1
01.09.2017,20. Brigittenau,87216,573,4198,1
01.09.2017,21. Floridsdorf,166709,279,8180,3
01.09.2017,22. Donaustadt,191119,1838,8652,1
01.10.2017,1. Innere Stadt,16465,140,352,1
01.10.2017,2. Leopoldstadt,103233,299,3405,1
01.10.2017,3. Landstraße,90277,568,1798,1
01.10.2017,4. Wieden,33179,194,373,1
01.10.2017,5. Margareten,54546,79,1369,1
01.10.2017,6. Mariahilf,31342,293,1440,1
01.10.2017,7. Neubau,31621,161,1050,1
01.10.2017,8. Josefstadt,25513,69,965,1
01.10.2017,9. Alsergrund,41316,292,1690,1
01.10.2017,10. Favoriten,204279,1937,7037,1
01.10.2017,11. Simmering,106889,941,4352,1
01.10.2017,12. Meidling,97600,326,2104,1
01.10.2017,13. Hietzing,56763,258,1822,1
01.10.2017,14. Penzing,94605,549,2614,1
01.10.2017,15. Rudolfsheim-Fuenfhaus,76707,539,2972,1
01.10.2017,16. Ottakring,104627,637,2417,1
01.10.2017,17. Hernals,57171,401,1393,1
01.10.2017,18. Waehring,52746,326,664,1
01.10.2017,19. Doebling,72891,156,2618,1
01.10.2017,20. Brigittenau,87216,859,1542,1
01.10.2017,21. Floridsdorf,166709,1107,5877,1
01.10.2017,22. Donaustadt,191119,782,6127,2
01.11.2017,1. Innere Stadt,16465,142,239,1
01.11.2017,2. Leopoldstadt,103233,466,4940,2
01.11.2017,3. Landstraße,90277,670,4219,1
01.11.2017,4. Wieden,33179,299,1365,1
01.11.2017,5. Margareten,54546,431,2114,1
01.11.2017,6. Mariahilf,31342,33,358,1
01.11.2017,7. Neubau,31621,56,1373,1
01.11.2017,8. Josefstadt,25513,37,851,1
01.11.2017,9. Alsergrund,41316,333,1128,1
01.11.2017,10. Favoriten,204279,1816,2117,4
01.11.2017,11. Simmering,106889,1003,1223,2
01.11.2017,12. Meidling,97600,269,1462,1
01.11.2017,13. Hietzing,56763,434,1042,1
01.11.2017,14. Penzing,94605,111,2937,1
01.11.2017,15. Rudolfsheim-Fuenfhaus,76707,748,2162,1
01.11.2017,16. Ottakring,104627,295,4695,1
01.11.2017,17. Hernals,57171,315,2538,1
01.11.2017,18. Waehring,52746,456,1203,1
01.11.2017,19. Doebling,72891,219,3206,1
01.11.2017,20. Brigittenau,87216,758,2881,1
01.11.2017,21. Floridsdorf,166709,173,2910,2
01.11.2017,22. Donaustadt,191119,935,6398,3
01.12.2017,1. Innere Stadt,16465,64,449,1
01.12.2017,2. Leopoldstadt,103233,867,4427,1
01.12.2017,3. Landstraße,90277,883,2020,1
01.12.2017,4. Wieden,33179,296,625,1
01.12.2017,5. Margareten,54546,76,2330,1
01.12.2017,6. Mariahilf,31342,240,1047,1
01.12.2017,7. Neubau,31621,166,1327,1
01.12.2017,8. Josefstadt,25513,220,759,1
01.12.2017,9. Alsergrund,41316,202,661,1
01.12.2017,10. Favoriten,204279,694,5812,2
01.12.2017,11. Simmering,106889,628,4990,2
01.12.2017,12. Meidling,97600,848,3028,1
01.12.2017,13. Hietzing,56763,293,1155,1
01.12.2017,14. Penzing,94605,776,1168,1
01.12.2017,15. Rudolfsheim-Fuenfhaus,76707,160,2373,1
01.12.2017,16. Ottakring,104627,961,2872,2
01.12.2017,17. Hernals,57171,60,1524,1
01.12.2017,18. Waehring,52746,265,1973,1
01.12.2017,19. Doebling,72891,282,806,1
01.12.2017,20. Brigittenau,87216,107,3698,1
01.12.2017,21. Floridsdorf,166709,535,8152,1
01.12.2017,22. Donaustadt,191119,658,5283,3
01.01.2018,1. Innere Stadt,16465,73,231,1
01.01.2018,2. Leopoldstadt,103233,191,2462,1
01.01.2018,3. Landstraße,90277,330,4377,1
01.01.2018,4. Wieden,33179,91,1141,1
01.01.2018,5. Margareten,54546,233,583,1
01.01.2018,6. Mariahilf,31342,174,557,1
01.01.2018,7. Neubau,31621,49,757,1
01.01.2018,8. Josefstadt,25513,186,279,1
01.01.2018,9. Alsergrund,41316,50,1357,1
01.01.2018,10. Favoriten,204279,1451,4261,1
01.01.2018,11. Simmering,106889,996,2911,1
01.01.2018,12. Meidling,97600,664,3901,1
01.01.2018,13. Hietzing,56763,134,1732,1
01.01.2018,14. Penzing,94605,412,3740,1
01.01.2018,15. Rudolfsheim-Fuenfhaus,76707,650,3074,1
01.01.2018,16. Ottakring,104627,626,3819,2
01.01.2018,17. Hernals,57171,520,2393,1
01.01.2018,18. Waehring,52746,423,1940,1
01.01.2018,19. Doebling,72891,644,3118,1
01.01.2018,20. Brigittenau,87216,640,1113,1
01.01.2018,21. Floridsdorf,166709,1455,7269,2
01.01.2018,22. Donaustadt,191119,645,6339,2
01.02.2018,1. Innere Stadt,16465,118,517,1
01.02.2018,2. Leopoldstadt,103233,147,2116,1
01.02.2018,3. Landstraße,90277,508,1311,1
01.02.2018,4. Wieden,33179,133,1543,1
01.02.2018,5. Margareten,54546,152,1873,1
01.02.2018,6. Mariahilf,31342,150,393,1
01.02.2018,7. Neubau,31621,41,1349,1
01.02.2018,8. Josefstadt,25513,80,527,1
01.02.2018,9. Alsergrund,41316,82,1140,1
01.02.2018,10. Favoriten,204279,1354,9980,1
01.02.2018,11. Simmering,106889,480,3531,1
01.02.2018,12. Meidling,97600,615,3823,1
01.02.2018,13. Hietzing,56763,349,1756,1
01.02.2018,14. Penzing,94605,258,2938,1
01.02.2018,15. Rudolfsheim-Fuenfhaus,76707,344,2439,1
01.02.2018,16. Ottakring,104627,443,4985,2
01.02.2018,17. Hernals,57171,331,2818,1
01.02.2018,18. Waehring,52746,132,850,1
01.02.2018,19. Doebling,72891,314,1313,1
01.02.2018,20. Brigittenau,87216,93,2156,1
01.02.2018,21. Floridsdorf,166709,1179,5207,1
01.02.2018,22. Donaustadt,191119,1524,9441,3
01.03.2018,1. Innere Stadt,16465,145,496,1
01.03.2018,2. Leopoldstadt,103233,201,5142,1
01.03.2018,3. Landstraße,90277,244,1577,1
01.03.2018,4. Wieden,33179,59,558,1
01.03.2018,5. Margareten,54546,320,2213,1
01.03.2018,6. Mariahilf,31342,199,1369,1
01.03.2018,7. Neubau,31621,158,1125,1
01.03.2018,8. Josefstadt,25513,224,1112,1
01.03.2018,9. Alsergrund,41316,46,487,1
01.03.2018,10. Favoriten,204279,1580,4706,2
01.03.2018,11. Simmering,106889,402,1324,1
01.03.2018,12. Meidling,97600,914,3424,1
01.03.2018,13. Hietzing,56763,321,2275,1
01.03.2018,14. Penzing,94605,938,2709,1
01.03.2018,15. Rudolfsheim-Fuenfhaus,76707,100,825,1
01.03.2018,16. Ottakring,104627,700,2425,2
01.03.2018,17. Hernals,57171,235,628,1
01.03.2018,18. Waehring,52746,296,1696,1
01.03.2018,19. Doebling,72891,725,1659,1
01.03.2018,20. Brigittenau,87216,380,3710,1
01.03.2018,21. Floridsdorf,166709,1322,6950,3
01.03.2018,22. Donaustadt,191119,881,3983,3
01.04.2018,1. Innere Stadt,16465,62,705,1
01.04.2018,2. Leopoldstadt,103233,176,4420,2
01.04.2018,3. Landstraße,90277,153,1048,1
